gene_id	xtr_pep
PECUL23A033779	ENSXETP00000096818
PECUL23A033786	ENSXETP00000070086
PECUL23A033787	ENSXETP00000078133
PECUL23A033789	ENSXETP00000059880
PECUL23A033791	ENSXETP00000058855
PECUL23A033792	ENSXETP00000086177
PECUL23A033796	ENSXETP00000016334
PECUL23A033797	ENSXETP00000071026
PECUL23A033798	ENSXETP00000072508
PECUL23A033802	ENSXETP00000096883
PECUL23A033808	ENSXETP00000000560
PECUL23A033810	ENSXETP00000048821
PECUL23A033812	ENSXETP00000021283
PECUL23A033813	ENSXETP00000018994
PECUL23A033819	ENSXETP00000080422
PECUL23A033821	ENSXETP00000023916
PECUL23A033822	ENSXETP00000043296
PECUL23A033825	ENSXETP00000060345
PECUL23A033829	ENSXETP00000024033
PECUL23A033832	ENSXETP00000093742
PECUL23A033835	ENSXETP00000079755
PECUL23A033844	ENSXETP00000077378
PECUL23A033846	ENSXETP00000078859
PECUL23A033848	ENSXETP00000083506
PECUL23A033850	ENSXETP00000076247
PECUL23A033852	ENSXETP00000062951
PECUL23A033855	ENSXETP00000077691
PECUL23A033858	ENSXETP00000001074
PECUL23A033859	ENSXETP00000030568
PECUL23A033860	ENSXETP00000035270
PECUL23A033867	ENSXETP00000038017
PECUL23A033869	ENSXETP00000060050
PECUL23A033870	ENSXETP00000072826
PECUL23A033872	ENSXETP00000067236
PECUL23A033875	ENSXETP00000089614
PECUL23A033881	ENSXETP00000013857
PECUL23A033885	ENSXETP00000078878
PECUL23A033889	ENSXETP00000087613
PECUL23A033890	ENSXETP00000004500
PECUL23A033893	ENSXETP00000017310
PECUL23A033895	ENSXETP00000067271
PECUL23A033896	ENSXETP00000012535
PECUL23A033897	ENSXETP00000021318
PECUL23A033898	ENSXETP00000045921
PECUL23A033901	ENSXETP00000061953
PECUL23A033902	ENSXETP00000002283
PECUL23A033906	ENSXETP00000095452
PECUL23A033907	ENSXETP00000063412
PECUL23A033910	ENSXETP00000091629
PECUL23A033912	ENSXETP00000072718
PECUL23A033914	ENSXETP00000065683
PECUL23A033915	ENSXETP00000098809
PECUL23A033919	ENSXETP00000090013
PECUL23A033920	ENSXETP00000075928
PECUL23A033924	ENSXETP00000097601
PECUL23A033926	ENSXETP00000043882
PECUL23A033927	ENSXETP00000061898
PECUL23A033930	ENSXETP00000060986
PECUL23A033932	ENSXETP00000013959
PECUL23A033933	ENSXETP00000064455
PECUL23A033935	ENSXETP00000067923
PECUL23A033938	ENSXETP00000091787
PECUL23A033940	ENSXETP00000018035
PECUL23A033943	ENSXETP00000062787
PECUL23A033950	ENSXETP00000101469
PECUL23A033959	ENSXETP00000089983
PECUL23A033960	ENSXETP00000061898
PECUL23A033962	ENSXETP00000033055
PECUL23A033964	ENSXETP00000076291
PECUL23A033965	ENSXETP00000022343
PECUL23A033967	ENSXETP00000015085
PECUL23A033969	ENSXETP00000092924
PECUL23A033971	ENSXETP00000079263
PECUL23A033972	ENSXETP00000078747
PECUL23A033975	ENSXETP00000005395
PECUL23A033976	ENSXETP00000059970
PECUL23A033978	ENSXETP00000021768
PECUL23A033979	ENSXETP00000026669
PECUL23A033981	ENSXETP00000100751
PECUL23A033988	ENSXETP00000086642
PECUL23A034007	ENSXETP00000009512
PECUL23A034009	ENSXETP00000089245
PECUL23A034011	ENSXETP00000072608
PECUL23A034012	ENSXETP00000076022
PECUL23A034013	ENSXETP00000015225
PECUL23A034014	ENSXETP00000075175
PECUL23A034015	ENSXETP00000017749
PECUL23A034019	ENSXETP00000002189
PECUL23A034023	ENSXETP00000012371
PECUL23A034024	ENSXETP00000058935
PECUL23A034026	ENSXETP00000075853
PECUL23A034027	ENSXETP00000091766
PECUL23A034030	ENSXETP00000018926
PECUL23A034031	ENSXETP00000037268
PECUL23A034034	ENSXETP00000039973
PECUL23A034035	ENSXETP00000026993
PECUL23A034036	ENSXETP00000093474
PECUL23A034037	ENSXETP00000054295
PECUL23A034042	ENSXETP00000010363
PECUL23A034043	ENSXETP00000034688
PECUL23A034057	ENSXETP00000097575
PECUL23A034058	ENSXETP00000089574
PECUL23A034059	ENSXETP00000079927
PECUL23A034061	ENSXETP00000094097
PECUL23A034062	ENSXETP00000028947
PECUL23A034063	ENSXETP00000022187
PECUL23A034064	ENSXETP00000054021
PECUL23A034065	ENSXETP00000020728
PECUL23A034066	ENSXETP00000090202
PECUL23A034068	ENSXETP00000059427
PECUL23A034070	ENSXETP00000069763
PECUL23A034073	ENSXETP00000062688
PECUL23A034078	ENSXETP00000005555
PECUL23A034080	ENSXETP00000010967
PECUL23A034081	ENSXETP00000033588
PECUL23A034082	ENSXETP00000084357
PECUL23A034087	ENSXETP00000052824
PECUL23A034091	ENSXETP00000082714
PECUL23A034094	ENSXETP00000061978
PECUL23A034095	ENSXETP00000090774
PECUL23A034096	ENSXETP00000022670
PECUL23A034097	ENSXETP00000090059
PECUL23A034110	ENSXETP00000013886
PECUL23A034113	ENSXETP00000058500
PECUL23A034114	ENSXETP00000097707
PECUL23A034118	ENSXETP00000055334
PECUL23A034119	ENSXETP00000006709
PECUL23A034120	ENSXETP00000073502
PECUL23A034123	ENSXETP00000061813
PECUL23A034129	ENSXETP00000014208
PECUL23A034131	ENSXETP00000066019
PECUL23A034132	ENSXETP00000073485
PECUL23A034136	ENSXETP00000100483
PECUL23A034138	ENSXETP00000089245
PECUL23A034139	ENSXETP00000037199
PECUL23A034142	ENSXETP00000072725
PECUL23A034149	ENSXETP00000017940
PECUL23A034150	ENSXETP00000089757
PECUL23A034151	ENSXETP00000053031
PECUL23A034152	ENSXETP00000072826
PECUL23A034153	ENSXETP00000076185
PECUL23A034156	ENSXETP00000016507
PECUL23A034157	ENSXETP00000031566
PECUL23A034158	ENSXETP00000093384
PECUL23A034163	ENSXETP00000053281
PECUL23A034165	ENSXETP00000066019
PECUL23A034167	ENSXETP00000070743
PECUL23A034170	ENSXETP00000066403
PECUL23A034171	ENSXETP00000047021
PECUL23A034172	ENSXETP00000006351
PECUL23A034173	ENSXETP00000061898
PECUL23A034174	ENSXETP00000000007
PECUL23A034175	ENSXETP00000025775
PECUL23A034182	ENSXETP00000038464
PECUL23A034184	ENSXETP00000024153
PECUL23A034185	ENSXETP00000063323
PECUL23A034187	ENSXETP00000072592
PECUL23A034189	ENSXETP00000088554
PECUL23A034191	ENSXETP00000022991
PECUL23A034192	ENSXETP00000011008
PECUL23A034193	ENSXETP00000078930
PECUL23A034196	ENSXETP00000026418
PECUL23A034202	ENSXETP00000005665
PECUL23A034203	ENSXETP00000033788
PECUL23A034205	ENSXETP00000100751
PECUL23A034206	ENSXETP00000079806
PECUL23A034209	ENSXETP00000063311
PECUL23A034210	ENSXETP00000064926
PECUL23A034214	ENSXETP00000093000
PECUL23A034218	ENSXETP00000054154
PECUL23A034223	ENSXETP00000014952
PECUL23A034224	ENSXETP00000043384
PECUL23A034225	ENSXETP00000059296
PECUL23A034229	ENSXETP00000029134
PECUL23A034231	ENSXETP00000034942
PECUL23A034233	ENSXETP00000015971
PECUL23A034235	ENSXETP00000072076
PECUL23A034238	ENSXETP00000033767
PECUL23A034242	ENSXETP00000083217
PECUL23A034246	ENSXETP00000009603
PECUL23A034247	ENSXETP00000089245
PECUL23A034251	ENSXETP00000046470
PECUL23A034253	ENSXETP00000061898
PECUL23A034256	ENSXETP00000009849
PECUL23A034257	ENSXETP00000077434
PECUL23A034258	ENSXETP00000031935
PECUL23A034261	ENSXETP00000072587
PECUL23A034263	ENSXETP00000050806
PECUL23A034264	ENSXETP00000100722
PECUL23A034266	ENSXETP00000062590
PECUL23A034268	ENSXETP00000054097
PECUL23A034269	ENSXETP00000066019
PECUL23A034272	ENSXETP00000009243
PECUL23A034276	ENSXETP00000002601
PECUL23A034277	ENSXETP00000012144
PECUL23A034280	ENSXETP00000031575
PECUL23A034281	ENSXETP00000024592
PECUL23A034282	ENSXETP00000025084
PECUL23A034283	ENSXETP00000016875
PECUL23A034285	ENSXETP00000099559
PECUL23A034288	ENSXETP00000014682
PECUL23A034289	ENSXETP00000038093
PECUL23A034290	ENSXETP00000015147
PECUL23A034291	ENSXETP00000098990
PECUL23A034295	ENSXETP00000085673
PECUL23A034296	ENSXETP00000035150
PECUL23A034298	ENSXETP00000100751
PECUL23A034304	ENSXETP00000071611
PECUL23A034305	ENSXETP00000071764
PECUL23A034308	ENSXETP00000025909
PECUL23A034309	ENSXETP00000087500
PECUL23A034333	ENSXETP00000083022
PECUL23A034334	ENSXETP00000072461
PECUL23A034335	ENSXETP00000071026
PECUL23A034336	ENSXETP00000072799
PECUL23A034337	ENSXETP00000060614
PECUL23A034339	ENSXETP00000088705
PECUL23A034342	ENSXETP00000041095
PECUL23A034347	ENSXETP00000082568
PECUL23A034350	ENSXETP00000094671
PECUL23A034351	ENSXETP00000098088
PECUL23A034352	ENSXETP00000014232
PECUL23A034353	ENSXETP00000066019
PECUL23A034354	ENSXETP00000085303
PECUL23A034356	ENSXETP00000001988
PECUL23A034357	ENSXETP00000049710
PECUL23A034358	ENSXETP00000020278
PECUL23A034360	ENSXETP00000081429
PECUL23A034362	ENSXETP00000047292
PECUL23A034364	ENSXETP00000045165
PECUL23A034368	ENSXETP00000090904
PECUL23A034370	ENSXETP00000038156
PECUL23A034372	ENSXETP00000088734
PECUL23A034387	ENSXETP00000097156
PECUL23A034388	ENSXETP00000072826
PECUL23A034390	ENSXETP00000001399
PECUL23A034393	ENSXETP00000083784
PECUL23A034395	ENSXETP00000019750
PECUL23A034396	ENSXETP00000100483
PECUL23A034398	ENSXETP00000033867
PECUL23A034399	ENSXETP00000085750
PECUL23A034400	ENSXETP00000034968
PECUL23A034402	ENSXETP00000059822
PECUL23A034406	ENSXETP00000094522
PECUL23A034409	ENSXETP00000058311
PECUL23A034411	ENSXETP00000075859
PECUL23A034414	ENSXETP00000058904
PECUL23A034415	ENSXETP00000000469
PECUL23A034418	ENSXETP00000038972
PECUL23A034420	ENSXETP00000051462
PECUL23A034421	ENSXETP00000072826
PECUL23A034424	ENSXETP00000093872
PECUL23A034426	ENSXETP00000089863
PECUL23A034435	ENSXETP00000086875
PECUL23A034440	ENSXETP00000076744
PECUL23A034441	ENSXETP00000089407
PECUL23A034444	ENSXETP00000000556
PECUL23A034445	ENSXETP00000044676
PECUL23A034446	ENSXETP00000094388
PECUL23A034447	ENSXETP00000006489
PECUL23A034454	ENSXETP00000023279
PECUL23A034455	ENSXETP00000033286
PECUL23A034456	ENSXETP00000043068
PECUL23A034457	ENSXETP00000017382
PECUL23A034458	ENSXETP00000078095
PECUL23A034459	ENSXETP00000026389
PECUL23A034461	ENSXETP00000101503
PECUL23A034465	ENSXETP00000063617
PECUL23A034467	ENSXETP00000002775
PECUL23A034473	ENSXETP00000064500
PECUL23A034476	ENSXETP00000048630
PECUL23A034477	ENSXETP00000035049
PECUL23A034480	ENSXETP00000063030
PECUL23A034481	ENSXETP00000094251
PECUL23A034482	ENSXETP00000066019
PECUL23A034484	ENSXETP00000052911
PECUL23A034485	ENSXETP00000060661
PECUL23A034486	ENSXETP00000068439
PECUL23A034492	ENSXETP00000004107
PECUL23A034493	ENSXETP00000012702
PECUL23A034495	ENSXETP00000014784
PECUL23A034496	ENSXETP00000032265
PECUL23A034500	ENSXETP00000087478
PECUL23A034501	ENSXETP00000098088
PECUL23A034502	ENSXETP00000057127
PECUL23A034506	ENSXETP00000099978
PECUL23A034507	ENSXETP00000001779
PECUL23A034510	ENSXETP00000023382
PECUL23A034514	ENSXETP00000033323
PECUL23A034515	ENSXETP00000069272
PECUL23A034518	ENSXETP00000089634
PECUL23A034523	ENSXETP00000030086
PECUL23A034524	ENSXETP00000000613
PECUL23A034525	ENSXETP00000098088
PECUL23A034527	ENSXETP00000100751
PECUL23A034531	ENSXETP00000017336
PECUL23A034532	ENSXETP00000096229
PECUL23A034533	ENSXETP00000011253
PECUL23A034535	ENSXETP00000069835
PECUL23A034536	ENSXETP00000098088
PECUL23A034537	ENSXETP00000101552
PECUL23A034540	ENSXETP00000083180
PECUL23A034541	ENSXETP00000061898
PECUL23A034543	ENSXETP00000083116
PECUL23A034546	ENSXETP00000026671
PECUL23A034547	ENSXETP00000042970
PECUL23A034550	ENSXETP00000040320
PECUL23A034558	ENSXETP00000015428
PECUL23A034559	ENSXETP00000016891
PECUL23A034560	ENSXETP00000092417
PECUL23A034562	ENSXETP00000018653
PECUL23A034563	ENSXETP00000059970
PECUL23A034565	ENSXETP00000101368
PECUL23A034589	ENSXETP00000095913
PECUL23A034593	ENSXETP00000087029
PECUL23A034594	ENSXETP00000033136
PECUL23A034596	ENSXETP00000054277
PECUL23A034600	ENSXETP00000031566
PECUL23A034601	ENSXETP00000086177
PECUL23A034603	ENSXETP00000040108
PECUL23A034604	ENSXETP00000018642
PECUL23A034606	ENSXETP00000061898
PECUL23A034609	ENSXETP00000032198
PECUL23A034614	ENSXETP00000062250
PECUL23A034615	ENSXETP00000084823
PECUL23A034616	ENSXETP00000066019
PECUL23A034617	ENSXETP00000012601
PECUL23A034620	ENSXETP00000064088
PECUL23A034631	ENSXETP00000084925
PECUL23A034634	ENSXETP00000093200
PECUL23A034635	ENSXETP00000037784
PECUL23A034636	ENSXETP00000066019
PECUL23A034638	ENSXETP00000040344
PECUL23A034645	ENSXETP00000090774
PECUL23A034649	ENSXETP00000086177
PECUL23A034651	ENSXETP00000093123
PECUL23A034652	ENSXETP00000069290
PECUL23A034654	ENSXETP00000081284
PECUL23A034656	ENSXETP00000070906
PECUL23A034671	ENSXETP00000063466
PECUL23A034673	ENSXETP00000072331
PECUL23A034674	ENSXETP00000072826
PECUL23A034677	ENSXETP00000067952
PECUL23A034682	ENSXETP00000003692
PECUL23A034684	ENSXETP00000088170
PECUL23A034685	ENSXETP00000063151
PECUL23A034687	ENSXETP00000031566
PECUL23A034689	ENSXETP00000036562
PECUL23A034691	ENSXETP00000062686
PECUL23A034693	ENSXETP00000087351
PECUL23A034694	ENSXETP00000000978
PECUL23A034696	ENSXETP00000039701
PECUL23A034701	ENSXETP00000099630
PECUL23A034703	ENSXETP00000026010
PECUL23A034704	ENSXETP00000087590
PECUL23A034706	ENSXETP00000025890
PECUL23A034707	ENSXETP00000089245
PECUL23A034712	ENSXETP00000059100
PECUL23A034714	ENSXETP00000019458
PECUL23A034715	ENSXETP00000071224
PECUL23A034717	ENSXETP00000047101
PECUL23A034719	ENSXETP00000100094
PECUL23A034720	ENSXETP00000097647
PECUL23A034721	ENSXETP00000016466
PECUL23A034722	ENSXETP00000098057
PECUL23A034723	ENSXETP00000025061
PECUL23A034727	ENSXETP00000008592
PECUL23A034728	ENSXETP00000089502
PECUL23A034730	ENSXETP00000026735
PECUL23A034733	ENSXETP00000073692
PECUL23A034736	ENSXETP00000097078
PECUL23A034739	ENSXETP00000001089
PECUL23A034744	ENSXETP00000017190
PECUL23A034745	ENSXETP00000058591
PECUL23A034746	ENSXETP00000017667
PECUL23A034747	ENSXETP00000017409
PECUL23A034750	ENSXETP00000089961
PECUL23A034751	ENSXETP00000069431
PECUL23A034752	ENSXETP00000020156
PECUL23A034756	ENSXETP00000068802
PECUL23A034757	ENSXETP00000096429
PECUL23A034758	ENSXETP00000039633
PECUL23A034761	ENSXETP00000002161
PECUL23A034762	ENSXETP00000075820
PECUL23A034774	ENSXETP00000091876
PECUL23A034776	ENSXETP00000077525
PECUL23A034778	ENSXETP00000006215
PECUL23A034780	ENSXETP00000082765
PECUL23A034784	ENSXETP00000095292
PECUL23A034785	ENSXETP00000083648
PECUL23A034787	ENSXETP00000066193
PECUL23A034789	ENSXETP00000039085
PECUL23A034795	ENSXETP00000065002
PECUL23A034796	ENSXETP00000101469
PECUL23A034797	ENSXETP00000061898
PECUL23A034798	ENSXETP00000023816
PECUL23A034799	ENSXETP00000036273
PECUL23A034800	ENSXETP00000022687
PECUL23A034809	ENSXETP00000077523
PECUL23A034810	ENSXETP00000016682
PECUL23A034813	ENSXETP00000101469
PECUL23A034817	ENSXETP00000031936
PECUL23A034834	ENSXETP00000089887
PECUL23A034836	ENSXETP00000065640
PECUL23A034837	ENSXETP00000019655
PECUL23A034839	ENSXETP00000080375
PECUL23A034840	ENSXETP00000076048
PECUL23A034841	ENSXETP00000066019
PECUL23A034844	ENSXETP00000076942
PECUL23A034864	ENSXETP00000062113
PECUL23A034867	ENSXETP00000055336
PECUL23A034868	ENSXETP00000049788
PECUL23A034869	ENSXETP00000031566
PECUL23A034871	ENSXETP00000068778
PECUL23A034876	ENSXETP00000076096
PECUL23A034879	ENSXETP00000070590
PECUL23A034880	ENSXETP00000004373
PECUL23A034886	ENSXETP00000017880
PECUL23A034889	ENSXETP00000041039
PECUL23A034895	ENSXETP00000031780
PECUL23A034900	ENSXETP00000010561
PECUL23A034906	ENSXETP00000050640
PECUL23A034908	ENSXETP00000002215
PECUL23A034910	ENSXETP00000026462
PECUL23A034913	ENSXETP00000055497
PECUL23A034916	ENSXETP00000009700
PECUL23A034917	ENSXETP00000042168
PECUL23A034919	ENSXETP00000061987
PECUL23A034933	ENSXETP00000090147
PECUL23A034934	ENSXETP00000094432
PECUL23A034935	ENSXETP00000034212
PECUL23A034936	ENSXETP00000022879
PECUL23A034938	ENSXETP00000026690
PECUL23A034940	ENSXETP00000069735
PECUL23A034941	ENSXETP00000091876
PECUL23A034945	ENSXETP00000096984
PECUL23A034946	ENSXETP00000100591
PECUL23A034947	ENSXETP00000045515
PECUL23A034949	ENSXETP00000081928
PECUL23A034950	ENSXETP00000070863
PECUL23A034952	ENSXETP00000041697
PECUL23A034953	ENSXETP00000066019
PECUL23A034960	ENSXETP00000049483
PECUL23A034961	ENSXETP00000098762
PECUL23A034962	ENSXETP00000066423
PECUL23A034964	ENSXETP00000062415
PECUL23A034968	ENSXETP00000061972
PECUL23A034973	ENSXETP00000058500
PECUL23A034974	ENSXETP00000008738
PECUL23A034981	ENSXETP00000026430
PECUL23A034982	ENSXETP00000072826
PECUL23A034983	ENSXETP00000072826
PECUL23A034985	ENSXETP00000071674
PECUL23A034986	ENSXETP00000056751
PECUL23A034989	ENSXETP00000069457
PECUL23A035015	ENSXETP00000073068
PECUL23A035018	ENSXETP00000038607
PECUL23A035021	ENSXETP00000075027
PECUL23A035023	ENSXETP00000087406
PECUL23A035026	ENSXETP00000001182
PECUL23A035028	ENSXETP00000091524
PECUL23A035029	ENSXETP00000070773
PECUL23A035037	ENSXETP00000071237
PECUL23A035039	ENSXETP00000032664
PECUL23A035047	ENSXETP00000012524
PECUL23A035049	ENSXETP00000027768
PECUL23A035052	ENSXETP00000042820
PECUL23A035058	ENSXETP00000062414
PECUL23A035059	ENSXETP00000082305
PECUL23A035060	ENSXETP00000063476
PECUL23A035062	ENSXETP00000069290
PECUL23A035066	ENSXETP00000060409
PECUL23A035069	ENSXETP00000099994
PECUL23A035073	ENSXETP00000058363
PECUL23A035074	ENSXETP00000100751
PECUL23A035077	ENSXETP00000051792
PECUL23A035080	ENSXETP00000091353
PECUL23A035089	ENSXETP00000086240
PECUL23A035090	ENSXETP00000100751
PECUL23A035091	ENSXETP00000062686
PECUL23A035093	ENSXETP00000091268
PECUL23A035095	ENSXETP00000031566
PECUL23A035096	ENSXETP00000054211
PECUL23A035098	ENSXETP00000017222
PECUL23A035101	ENSXETP00000024318
PECUL23A035103	ENSXETP00000063594
PECUL23A035104	ENSXETP00000017686
PECUL23A035107	ENSXETP00000046742
PECUL23A035108	ENSXETP00000084829
PECUL23A035111	ENSXETP00000005768
PECUL23A035113	ENSXETP00000039652
PECUL23A035124	ENSXETP00000066325
PECUL23A035133	ENSXETP00000054187
PECUL23A035137	ENSXETP00000061898
PECUL23A035139	ENSXETP00000026621
PECUL23A035141	ENSXETP00000059023
PECUL23A035142	ENSXETP00000093147
PECUL23A035143	ENSXETP00000091345
PECUL23A035144	ENSXETP00000025544
PECUL23A035145	ENSXETP00000061758
PECUL23A035147	ENSXETP00000054288
PECUL23A035150	ENSXETP00000086647
PECUL23A035151	ENSXETP00000063446
PECUL23A035153	ENSXETP00000036492
PECUL23A035155	ENSXETP00000080038
PECUL23A035162	ENSXETP00000035143
PECUL23A035163	ENSXETP00000079579
PECUL23A035164	ENSXETP00000085237
PECUL23A035167	ENSXETP00000012324
PECUL23A035168	ENSXETP00000046505
PECUL23A035170	ENSXETP00000038608
PECUL23A035173	ENSXETP00000040258
PECUL23A035174	ENSXETP00000072826
PECUL23A035175	ENSXETP00000089410
PECUL23A035182	ENSXETP00000073814
PECUL23A035184	ENSXETP00000080597
PECUL23A035186	ENSXETP00000009980
PECUL23A035191	ENSXETP00000060736
PECUL23A035192	ENSXETP00000006773
PECUL23A035194	ENSXETP00000037199
PECUL23A035195	ENSXETP00000062686
PECUL23A035201	ENSXETP00000045346
PECUL23A035203	ENSXETP00000065983
PECUL23A035205	ENSXETP00000050791
PECUL23A035206	ENSXETP00000008659
PECUL23A035209	ENSXETP00000067003
PECUL23A035210	ENSXETP00000061898
PECUL23A035211	ENSXETP00000089680
PECUL23A035212	ENSXETP00000025056
PECUL23A035221	ENSXETP00000083858
PECUL23A035223	ENSXETP00000006516
PECUL23A035224	ENSXETP00000062244
PECUL23A035225	ENSXETP00000062649
PECUL23A035231	ENSXETP00000027029
PECUL23A035233	ENSXETP00000078160
PECUL23A035235	ENSXETP00000059901
PECUL23A035236	ENSXETP00000083333
PECUL23A035238	ENSXETP00000058548
PECUL23A035243	ENSXETP00000042095
PECUL23A035245	ENSXETP00000036627
PECUL23A035246	ENSXETP00000088950
PECUL23A035251	ENSXETP00000065410
PECUL23A035260	ENSXETP00000062406
PECUL23A035263	ENSXETP00000015913
PECUL23A035267	ENSXETP00000027695
PECUL23A035270	ENSXETP00000061024
PECUL23A035271	ENSXETP00000062303
PECUL23A035272	ENSXETP00000068307
PECUL23A035273	ENSXETP00000061898
PECUL23A035274	ENSXETP00000054277
PECUL23A035275	ENSXETP00000100751
PECUL23A035277	ENSXETP00000061898
PECUL23A035279	ENSXETP00000100556
PECUL23A035283	ENSXETP00000095502
PECUL23A035286	ENSXETP00000020663
PECUL23A035287	ENSXETP00000087747
PECUL23A035289	ENSXETP00000077391
PECUL23A035292	ENSXETP00000094348
PECUL23A035293	ENSXETP00000098088
PECUL23A035297	ENSXETP00000059813
PECUL23A035303	ENSXETP00000091450
PECUL23A035304	ENSXETP00000065467
PECUL23A035305	ENSXETP00000004321
PECUL23A035307	ENSXETP00000098789
PECUL23A035308	ENSXETP00000089410
PECUL23A035316	ENSXETP00000013049
PECUL23A035317	ENSXETP00000019417
PECUL23A035318	ENSXETP00000044508
PECUL23A035321	ENSXETP00000094101
PECUL23A035322	ENSXETP00000062789
PECUL23A035326	ENSXETP00000074285
PECUL23A035328	ENSXETP00000083333
PECUL23A035332	ENSXETP00000095509
PECUL23A035334	ENSXETP00000051074
PECUL23A035335	ENSXETP00000065467
PECUL23A035336	ENSXETP00000079672
PECUL23A035348	ENSXETP00000100986
PECUL23A035350	ENSXETP00000092400
PECUL23A035351	ENSXETP00000089617
PECUL23A035352	ENSXETP00000061918
PECUL23A035364	ENSXETP00000059282
PECUL23A035365	ENSXETP00000086202
PECUL23A035369	ENSXETP00000016614
PECUL23A035371	ENSXETP00000032828
PECUL23A035373	ENSXETP00000008812
PECUL23A035374	ENSXETP00000004366
PECUL23A035375	ENSXETP00000018378
PECUL23A035378	ENSXETP00000031817
PECUL23A035379	ENSXETP00000061236
PECUL23A035382	ENSXETP00000084739
PECUL23A035383	ENSXETP00000032524
PECUL23A035384	ENSXETP00000066019
PECUL23A035385	ENSXETP00000074235
PECUL23A035386	ENSXETP00000046149
PECUL23A035388	ENSXETP00000017945
PECUL23A035389	ENSXETP00000058734
PECUL23A035391	ENSXETP00000035211
PECUL23A035392	ENSXETP00000086177
PECUL23A035393	ENSXETP00000088569
PECUL23A035395	ENSXETP00000090112
PECUL23A035398	ENSXETP00000098088
PECUL23A035399	ENSXETP00000066174
PECUL23A035401	ENSXETP00000034548
PECUL23A035402	ENSXETP00000098652
PECUL23A035403	ENSXETP00000011826
PECUL23A035411	ENSXETP00000073082
PECUL23A035413	ENSXETP00000091951
PECUL23A035415	ENSXETP00000031524
PECUL23A035417	ENSXETP00000069290
PECUL23A035418	ENSXETP00000014501
PECUL23A035421	ENSXETP00000073098
PECUL23A035423	ENSXETP00000045941
PECUL23A035424	ENSXETP00000035609
PECUL23A035425	ENSXETP00000078346
PECUL23A035426	ENSXETP00000101033
PECUL23A035429	ENSXETP00000099407
PECUL23A035434	ENSXETP00000078315
PECUL23A035437	ENSXETP00000095423
PECUL23A035439	ENSXETP00000073807
PECUL23A035441	ENSXETP00000051030
PECUL23A035445	ENSXETP00000041567
PECUL23A035448	ENSXETP00000101469
PECUL23A035449	ENSXETP00000089901
PECUL23A035450	ENSXETP00000061583
PECUL23A035452	ENSXETP00000098088
PECUL23A035453	ENSXETP00000089410
PECUL23A035455	ENSXETP00000085395
PECUL23A035457	ENSXETP00000100717
PECUL23A035460	ENSXETP00000032105
PECUL23A035461	ENSXETP00000078808
PECUL23A035462	ENSXETP00000015470
PECUL23A035464	ENSXETP00000058645
PECUL23A035468	ENSXETP00000002496
PECUL23A035469	ENSXETP00000030275
PECUL23A035471	ENSXETP00000058742
PECUL23A035473	ENSXETP00000058792
PECUL23A035475	ENSXETP00000094348
PECUL23A035476	ENSXETP00000075928
PECUL23A035478	ENSXETP00000071426
PECUL23A035480	ENSXETP00000020830
PECUL23A035482	ENSXETP00000085707
PECUL23A035483	ENSXETP00000090774
PECUL23A035484	ENSXETP00000064418
PECUL23A035485	ENSXETP00000066019
PECUL23A035487	ENSXETP00000073625
PECUL23A035489	ENSXETP00000038199
PECUL23A035492	ENSXETP00000096815
PECUL23A035497	ENSXETP00000072772
PECUL23A035498	ENSXETP00000062872
PECUL23A035500	ENSXETP00000061685
PECUL23A035503	ENSXETP00000045489
PECUL23A035507	ENSXETP00000022452
PECUL23A035509	ENSXETP00000090205
PECUL23A035510	ENSXETP00000023945
PECUL23A035511	ENSXETP00000101469
PECUL23A035512	ENSXETP00000051467
PECUL23A035513	ENSXETP00000098088
PECUL23A035514	ENSXETP00000098088
PECUL23A035515	ENSXETP00000058892
PECUL23A035517	ENSXETP00000049788
PECUL23A035518	ENSXETP00000065336
PECUL23A035519	ENSXETP00000066019
PECUL23A035524	ENSXETP00000101516
PECUL23A035528	ENSXETP00000007046
PECUL23A035530	ENSXETP00000077434
PECUL23A035531	ENSXETP00000072826
PECUL23A035532	ENSXETP00000069608
PECUL23A035533	ENSXETP00000026552
PECUL23A035535	ENSXETP00000011720
PECUL23A035538	ENSXETP00000066019
PECUL23A035550	ENSXETP00000034962
PECUL23A035562	ENSXETP00000082088
PECUL23A035563	ENSXETP00000044743
PECUL23A035566	ENSXETP00000101121
PECUL23A035567	ENSXETP00000072198
PECUL23A035568	ENSXETP00000004097
PECUL23A035569	ENSXETP00000071026
PECUL23A035572	ENSXETP00000064875
PECUL23A035574	ENSXETP00000059532
PECUL23A035578	ENSXETP00000081000
PECUL23A035580	ENSXETP00000047667
PECUL23A035583	ENSXETP00000016192
PECUL23A035584	ENSXETP00000061669
PECUL23A035585	ENSXETP00000013311
PECUL23A035586	ENSXETP00000062951
PECUL23A035590	ENSXETP00000090223
PECUL23A035591	ENSXETP00000083017
PECUL23A035592	ENSXETP00000003197
PECUL23A035593	ENSXETP00000098088
PECUL23A035594	ENSXETP00000038858
PECUL23A035597	ENSXETP00000003792
PECUL23A035600	ENSXETP00000050719
PECUL23A035603	ENSXETP00000008855
PECUL23A035604	ENSXETP00000032828
PECUL23A035606	ENSXETP00000059983
PECUL23A035609	ENSXETP00000075455
PECUL23A035613	ENSXETP00000100879
PECUL23A035614	ENSXETP00000020148
PECUL23A035615	ENSXETP00000050332
